1015-406X,10
0148-2076,10
1534-3219,10
1697-7777,10
0967-5507,10
0261-6823,10
0515-0612,10
0084-585X,10
2164-9731,10
0567-560X,10
0968-1116,10
0958-5206,10
0929-9890,10
0722-740X,10
0001-494X,10
1243-969X,10
0065-0900,10
0353-5150,20
0044-5975,10
0065-101X,10
1588-2551,15
0776-2984,10
0800-3831,10
0418-453X,10
0065-1141,15
0231-5955,10
0351-2789,10
1216-9803,10
1408-0419,10
0001-5830,10
1406-2925,10
0904-2067,10
0374-0463,10
0716-0909,10
0001-6233,10
0001-6241,10
0567-784X,10
1211-4413,10
0567-7874,10
0001-6438,10
0001-6446,10
0355-1792,10
1121-2179,10
0001-6829,15
0341-1184,10
1104-3431,10
1015-8758,15
0567-8269,10
0567-8293,10
1213-4449,10
0208-533X,10
1722-3954,10
1301-2746,15
1126-6244,15
1476-7392,10
1638-9867,10
0001-8449,10
0342-7633,10
1045-1595,10
0065-2407,25
1441-7049,10
0776-3808,10
1234-4621,10
1827-7888,10
0001-9046,10
0237-7934,10
1430-1938,10
0001-9593,15
1121-8932,10
0250-4650,10
0856-0048,10
1062-4783,10
1024-0969,10
0263-0338,25
0001-9933,10
1013-171X,10
0145-2258,10
0002-0427,10
1723-0284,10
0002-0796,10
1013-0950,15
1382-5585,25
0874-5498,15
0211-6642,10
0002-1105,10
1724-904X,10
0002-1490,20
1015-5104,20
0358-6197,10
1461-0213,10
1128-7209,10
1406-3859,10
0355-1725,10
1378-5087,10
1133-9837,10
0002-4805,10
0002-5275,10
0516-6551,10
1587-1061,10
1122-1887,10
0340-7969,10
0950-3110,10
0211-3589,15
1286-4986,10
0170-9364,15
1249-8947,10
0774-4145,10
0002-6646,10
0968-7769,10
0232-8461,15
0065-6585,10
0942-4555,10
0185-1179,10
0982-9237,10
1073-9300,10
1051-3558,10
1061-0057,10
0362-8914,10
0002-9114,25
0892-3647,10
0002-9319,15
1094-6098,10
1892-8244,10
0895-8017,10
0896-7148,10
1540-3084,15
0065-9142,10
0002-9831,20
0734-4392,20
0003-0155,10
0003-0481,20
0003-0678,10
1078-3377,10
0340-2827,15
0221-8852,10
1385-2353,10
0304-6257,10
0165-7305,10
0169-0221,10
1774-4296,10
0570-0116,10
0874-9671,10
0392-2855,10
0003-2468,15
0003-2476,10
0066-1376,10
0791-6167,10
1122-2336,10
0169-7447,10
0517-6735,10
0066-1392,10
1223-9682,10
1221-9975,10
1224-032X,10
1224-5712,10
1841-8325,15
1224-5704,10
0569-9878,15
0212-6559,10
0214-6452,10
0008-7750,10
0210-4547,10
0864-0491,10
0185-1276,10
1330-0598,10
0870-8231,15
0033-2573,10
0870-3124,10
0326-1301,10
0295-3722,10
0171-5860,15
0003-2638,10
1018-1946,10
0066-1546,10
0066-1554,10
0003-276X,25
1358-6122,10
0929-077X,10
1470-9996,10
0835-3638,10
0956-5361,10
0951-001X,10
1568-3540,10
1378-4641,10
0740-2007,10
0066-1619,10
1570-1921,10
0212-159X,10
0084-6465,10
0258-3771,10
0969-725X,10
1123-5772,10
0903-1723,10
0340-5222,15
0954-9927,10
0263-6751,10
1300-5391,10
0254-4296,10
0570-1554,10
0003-3901,10
0399-0826,15
0066-2062,20
0987-7576,10
0365-2017,10
0866-4331,10
1370-4192,10
0003-4134,10
0776-135X,10
0003-4398,10
1687-1510,10
0003-4436,15
0259-6563,10
1453-9306,10
0524-9023,10
0395-2649,20
1408-5348,15
1724-0565,10
0578-9923,10
0391-7010,10
0531-9870,10
1818-5282,10
0392-095X,10
0393-8573,10
0547-2121,10
1127-7130,10
1124-7169,10
2031-5929,10
1120-4001,15
1723-9672,10
1592-5927,10
0741-7527,10
0231-844X,10
0084-6473,10
0570-2259,10
0068-2454,10
0449-1564,10
0067-0081,10
1134-7937,20
0238-0218,10
0003-5459,20
1377-5723,10
0960-0604,10
0003-5483,10
0702-8997,10
0323-1119,10
0967-201X,20
1054-4720,10
0258-0144,10
0268-540X,25
0066-4774,10
0003-5688,10
0003-5696,10
0893-5580,10
0003-5815,20
1250-7334,10
0066-4871,10
0997-0576,10
0394-0136,10
0003-6064,10
1693-167X,10
1971-4815,10
0870-0990,10
0873-819X,10
1131-6802,10
0210-5810,10
0570-4065,10
0210-8178,10
0066-5061,15
0304-4319,10
0185-1373,10
1130-5517,10
0066-5215,15
0211-3538,10
1454-4865,10
1220-5230,10
0341-8383,10
0003-6293,10
0066-5282,10
0003-6390,10
1155-3316,10
0392-2359,10
0003-6536,10
0213-5868,10
0908-4282,10
1129-3764,10
1376-7135,10
1013-428X,10
0929-6344,10
0905-7196,10
0570-5398,15
0213-2486,10
1477-8351,20
0801-7778,10
0171-5410,10
0402-7817,10
0281-7446,10
0723-2977,10
0774-2851,10
0003-7982,10
0587-3452,10
1132-6891,20
0235-3490,10
0261-3417,10
0003-8008,10
1392-5520,10
1310-9537,15
0306-6924,10
1560-8026,10
1392-6748,10
1724-6091,10
1236-5882,10
0066-5924,10
1380-2038,10
0570-6084,10
0261-4332,10
1434-2758,10
0306-7629,10
0790-892X,10
0963-0937,10
1563-0110,20
0154-1854,10
1453-5165,10
0258-2600,10
1105-0950,10
0572-622X,10
1018-1857,10
0341-2873,10
0003-8105,10
0342-734X,20
0066-6041,10
0518-2867,10
0395-4099,10
0066-605X,10
0391-8165,15
1120-6861,10
0390-0592,20
1027-8311,10
0003-8180,10
1592-5935,10
0392-9876,10
0323-1267,20
0758-7708,10
0221-4792,10
0778-2837,10
0153-9337,10
0255-9005,15
1255-5932,10
1161-0492,10
0044-8613,10
0003-8466,10
0044-863X,10
0003-8504,20
1350-7524,10
0066-622X,20
0003-858X,10
1326-4826,10
0003-8695,10
0958-6407,10
1010-4089,10
0003-8946,10
0066-6297,10
0003-9101,10
0003-9233,10
0066-6386,10
0003-9292,10
0066-6459,15
0001-2343,10
0003-9381,10
1436-3038,10
0066-6505,10
0066-6513,10
0342-6270,10
1389-0166,25
0003-9500,10
0003-9535,10
0003-9632,15
0335-5985,10
1777-5825,15
0373-5478,10
0066-6637,10
1970-0792,15
0004-0088,10
0004-0207,10
0373-3009,10
0391-7770,15
0044-8745,10
0004-0393,10
0210-3230,10
0066-6742,15
0004-0428,10
0210-4067,10
0004-0452,10
0724-8822,10
0004-0665,10
0391-7320,10
0066-6785,10
0037-8887,10
1376-7453,10
0994-8090,10
0570-734X,10
1134-6396,10
0004-0975,20
1787-3606,10
1106-5311,10
0066-7358,10
1563-0102,10
0570-8966,10
1015-9118,10
1221-6917,10
0570-9008,10
0178-1073,10
1406-6246,10
0004-1327,20
0095-5809,15
0004-1610,10
0066-7668,10
1384-105X,10
1741-6124,10
1359-1355,15
0188-8218,15
0341-8480,10
0133-6673,10
0133-1531,10
0004-2919,10
0571-1371,10
0004-2927,15
1220-2789,10
0044-9008,10
1039-3625,10
0004-3079,20
1401-2987,10
0195-4148,10
0141-6790,10
0004-3249,15
0142-6702,10
0245-5676,10
0004-3400,15
0004-3443,10
0393-7267,10
0392-5234,10
1697-2341,10
0004-3532,10
0261-9946,10
1078-6279,15
0587-5455,10
0004-3648,15
0391-9064,15
0213-1498,10
1120-2459,10
0239-202X,10
1950-8123,10
0004-3958,10
1264-5265,10
0066-8176,10
0212-0372,10
1575-166X,10
0773-5855,10
1463-1369,10
0044-9202,10
0955-2367,10
0323-3790,10
1336-099X,10
1075-2935,25
0297-9373,10
1302-2938,10
0004-6493,10
0004-6574,15
0792-8424,15
0256-4009,10
1478-8810,20
0702-7818,10
0391-8157,10
1592-7377,10
0020-6091,10
0178-7128,10
0404-0155,10
0179-2555,10
0108-0059,10
0094-5323,10
0004-8003,10
0004-8011,10
0004-802X,10
0479-611X,10
0175-6133,10
0004-8402,25
1325-2585,10
0816-9020,20
1031-461X,20
1444-5409,10
1835-517X,10
0004-9697,15
1350-7532,10
0005-0601,15
1387-3008,10
1572-8390,10
0067-270X,25
0394-4719,10
0165-9367,10
0084-7682,10
0005-3856,10
0323-9519,10
0205-2512,10
0324-1653,10
1231-0344,10
0067-3099,10
0132-6503,10
1222-0612,10
0341-6208,10
0347-772X,10
1029-3205,10
1232-3233,10
,10
0005-6855,10
0332-270X,10
0958-191X,10
1476-4261,10
1053-8348,10
0435-818X,10
0942-3060,10
0005-8076,15
0939-2815,15
0005-8114,10
1392-902X,10
0005-8351,10
1781-3980,10
0774-5141,10
0035-0818,15
0035-0869,15
1376-2958,10
0041-4255,10
0771-8683,10
0392-0356,10
0210-8550,10
0341-9312,10
0167-5443,10
0332-026X,10
0067-6195,10
1218-8727,10
0006-0623,10
0006-0887,15
0098-9444,15
0927-2569,15
0006-1913,10
0373-6237,10
0006-1999,10
0178-2967,10
0006-2014,15
0220-665X,10
1013-4166,10
0923-2834,10
0006-2286,10
0006-2294,20
0006-2278,10
0006-2456,10
1611-2512,10
0925-7764,10
0162-4962,10
1300-8358,10
1234-5210,10
1427-3470,10
0160-628x,10
0006-4408,10
0168-8391,10
0006-5692,10
0006-5722,15
0352-3101,15
0523-8587,10
0900-7334,10
0872-2110,10
0213-6090,10
0034-0626,10
0210-4822,10
1576-8767,10
0210-8143,10
0211-3171,10
0210-9573,10
1660-4938,10
1695-5110,10
0394-4611,10
0392-842X,10
1594-7084,10
0390-8240,10
1127-6096,10
1120-2742,10
0006-6583,10
0391-7568,10
0938-9334,10
1098-7371,10
0968-7475,10
0210-5934,10
1389-1987,10
1386-3517,10
0263-1091,10
0068-113X,20
0964-2447,10
0960-8788,20
0007-0904,10
0969-7950,10
1359-4575,10
0952-3383,10
1460-9231,10
0524-6881,10
1885-8309,10
1474-8932,10
1370-7477,10
0300-2039,10
1013-8897,10
1125-3819,10
1012-0890,10
1310-5213,10
0324-0207,10
0005-4283,10
1353-1913,10
0068-4015,10
0007-4217,10
0336-1519,10
0522-7496,10
0001-415X,10
0291-3798,10
0005-948X,10
0301-4126,10
0037-9050,10
0037-9069,15
0255-6286,10
0037-9344,10
0037-9379,10
1141-135X,10
0987-7940,10
0081-1181,10
0249-7638,20
0304-1425,10
0770-7061,10
0004-5527,10
1110-1938,10
0255-0962,10
0073-8530,10
0007-4322,10
0068-4023,10
0007-4403,10
1279-7243,10
1016-8982,10
0133-5545,10
0027-3791,10
0964-1181,10
0007-4640,15
1249-674X,10
0007-473X,15
0146-2989,10
0874-8438,10
0264-2190,10
1475-3820,10
0003-097X,25
0003-1186,10
0388-7219,10
0269-8552,15
0263-5232,10
0267-4971,10
0076-0722,10
0076-0730,10
0145-3890,10
0301-102X,10
0081-5691,10
0862-8912,10
0041-977X,10
0138-0680,20
1023-2044,15
0776-1414,10
0027-3856,10
0166-0470,15
0085-1892,10
0165-9510,10
0928-3641,10
0037-8984,10
0392-7636,10
0391-1810,10
0007-6201,10
0007-6287,10
0301-7257,10
1012-0513,10
0345-195X,10
0307-0131,20
0167-5346,10
0007-7704,15
0007-7712,15
0378-2506,15
0873-7282,10
0871-4975,10
1413-652X,10
1645-1112,10
0007-9502,10
0245-5196,10
0761-8271,10
0575-0385,10
0068-4945,10
1377-834X,10
0008-008X,10
0008-0055,15
1565-5512,10
0766-1177,10
0007-9731,15
0571-5865,15
1110-7715,10
0153-3320,10
0259-6199,10
0765-4944,10
1272-9752,10
1141-7161,15
0992-9835,10
0317-5065,10
0008-0047,10
1015-5775,10
1779-4684,10
1149-6525,10
1271-6669,10
1763-0894,10
1424-0475,10
0771-6435,10
0753-6712,10
1016-9008,10
1165-3558,10
1252-6576,10
0181-1525,10
1778-610X,10
0184-7678,10
0068-516X,10
1168-9501,10
0008-0284,10
0150-6943,10
0008-0365,10
0220-5610,10
1637-4096,10
1582-960X,10
1576-3471,10
0742-7778,10
0161-2492,10
1442-438X,10
0008-1795,15
1353-0089,10
0959-7743,10
1750-2705,10
0954-5867,10
0008-199X,10
0270-5346,10
1786-5484,10
1065-0741,25
0090-8290,10
0008-3968,10
0380-2361,20
0008-4107,15
0008-4131,20
0225-0500,10
0045-5091,20
0008-4360,15
0319-051X,15
1467-8837,10
1147-6753,15
1554-754X,10
0889-4019,20
1212-4923,10
0008-6606,10
1603-3663,10
0411-129X,10
1262-3490,10
2235-5324,10
0008-7181,10
0323-052X,10
1214-0627,10
0008-7386,10
0590-5966,10
1123-8968,10
1133-3820,10
0008-8501,15
1699-4949,15
0008-9192,10
1479-0963,10
1566-6816,10
0009-0468,20
0862-6111,10
0009-0794,15
0108-4453,10
0308-0951,10
0577-5752,10
0009-2002,10
1127-8951,10
1756-1108,10
0317-0500,10
1357-5279,25
0045-6713,20
0926-7263,10
0069-3715,10
0968-7262,10
1198-449X,10
0210-9611,10
0009-6067,10
0529-4975,10
0766-4257,10
1366-8129,10
0028-2030,10
1871-241X,10
0009-6407,20
0263-9475,10
0379-8291,10
0009-7497,15
0774-4919,10
0009-8140,10
0007-8549,10
0774-7241,10
0106-5815,10
0278-6656,10
0009-8337,10
0009-8353,20
0009-837X,20
0009-8388,10
0009-840X,10
0009-8418,10
0791-9417,10
1481-4374,20
1092-3934,10
1359-1045,20
0920-1637,25
1252-7017,10
0870-4104,10
0884-2043,10
0578-5251,10
0379-3621,10
0968-0551,10
0776-8354,10
0378-4916,10
0010-0749,10
0530-7058,10
0137-6985,10
0093-3139,10
0350-6134,25
0801-9282,10
0010-1338,10
1223-5261,10
0179-3780,10
0010-1451,10
0069-6412,10
1974-6385,10
1612-1783,10
0378-0880,10
0146-3373,25
0231-133X,10
0010-3713,15
0094-2065,10
0942-8917,10
1120-7094,10
0940-3566,10
1741-2676,15
1744-1854,10
0010-4124,15
0010-4132,10
0305-7925,20
1131-6993,10
0065-0536,10
0899-3408,10
1095-8363,25
1048-6798,10
0010-4817,10
1057-9478,10
1134-3478,25
1697-3127,10
1437-904X,10
1063-1801,10
0888-6091,10
0010-5716,10
0394-994X,10
1721-6745,10
0951-2314,10
0010-6356,10
1350-5033,10
0267-7768,10
1135-9978,10
1127-3070,15
1724-6105,10
1361-9462,20
1740-9292,15
1477-2876,10
0010-7484,10
0749-4467,15
1477-2264,15
1754-1476,10
1536-5042,10
1387-2842,20
1136-4076,10
0069-9667,20
0010-809X,10
1541-163X,10
0070-024X,10
0296-8916,10
0269-8773,10
0590-8876,10
1762-598X,10
1724-3688,10
1571-2265,10
1422-0857,10
0194-0953,10
1871-9791,10
1486-9195,10
0169-894X,10
1016-2798,10
0393-3598,20
0011-1511,10
1127-1140,15
0390-0142,10
0011-1503,15
1066-288X,10
0011-1562,10
0923-411X,10
0011-1570,10
0011-1589,10
0247-381X,10
0011-1600,10
0011-1619,15
0352-4000,15
1333-1108,10
0350-7823,10
1123-7023,10
0391-1535,10
0212-5633,10
1476-5276,10
0011-2356,10
0210-962X,10
0210-847X,10
1131-9070,10
1131-9062,10
1133-9527,10
0214-400X,10
1133-7613,10
0214-4018,10
0214-4670,10
0214-1388,10
0011-250X,10
0210-0061,10
0391-5654,15
0870-4546,10
1537-7873,10
1478-0038,10
0921-3740,20
1871-1502,25
0195-2714,10
1697-7750,10
1871-1162,10
1466-4208,25
0011-3735,10
1379-6100,10
1102-7355,10
0726-416X,10
0958-5176,10
0965-9757,10
1094-9313,10
0070-251X,10
1582-4438,10
0130-6626,10
1130-0507,15
0711-8813,10
1611-1370,10
0264-2875,25
0070-2749,10
0416-6884,10
0904-2393,10
0105-3191,15
0106-4525,10
1600-6038,10
0070-2862,10
1724-9058,10
0300-693X,15
0004-1157,15
0949-0345,10
0027-299X,10
0932-4747,10
1381-8546,15
0921-142X,15
0929-0761,20
0248-8191,10
0188-9478,10
0871-9519,10
0376-8163,15
0923-9790,10
0529-4754,10
0947-031X,10
1436-168X,10
0070-3788,10
1349-9947,10
0747-9360,25
1448-7136,10
0012-1428,10
0011-9741,10
0167-2185,10
0340-9341,10
0012-0936,15
0012-1045,15
0012-1223,10
0012-1460,10
1330-2655,10
0870-8967,10
0300-7162,10
0417-4046,10
0341-9592,10
1795-5270,10
0781-7118,10
0012-2017,10
0304-4092,10
0939-5512,10
0012-2173,15
0755-7256,10
1733-5566,15
1637-5823,15
0742-5473,15
0012-2440,10
1130-0531,10
1250-0739,10
0070-4806,10
1437-3378,10
0027-4801,10
0936-7586,10
0043-2520,15
1462-6268,10
1128-8221,10
1125-517X,10
0392-1921,10
1824-0240,10
0705-1085,15
0959-2296,10
0842-1420,10
0967-8948,10
0873-626X,15
0862-5409,10
0070-6760,15
0012-4273,10
1380-3204,10
1408-967X,10
0231-7443,10
0771-8640,10
0921-4690,10
0165-4349,10
0923-7771,10
1122-5750,10
0184-1068,10
1303-7242,10
1589-6145,10
0012-5377,10
0393-9006,10
1054-2043,10
0418-0615,10
1331-3878,10
1380-6602,10
0070-7546,10
1385-3066,10
0353-6777,10
1361-360X,10
0419-8824,10
0012-8163,10
0300-4430,10
1082-3301,10
0963-9462,10
1201-2459,10
0306-1078,10
0261-1279,10
1746-0654,15
1206-9078,10
0957-5146,10
0012-8376,10
1036-6008,10
1533-8371,10
0012-8686,15
0012-8708,10
1010-3872,10
1801-0865,10
1473-2769,10
0963-0899,10
0013-0567,15
0013-0796,15
0212-0429,10
1138-9621,10
0013-0818,10
0872-7643,10
1576-5199,10
1956-3485,10
0726-2655,10
0748-8491,20
0300-4279,10
1559-1786,10
1360-2357,25
0040-0912,25
1547-0350,10
0294-0868,10
1373-847X,10
0013-1350,15
0013-1377,10
0339-7513,10
1746-1979,10
0267-1611,20
0013-1857,20
0266-7363,20
1380-3611,10
1570-2081,25
0196-5042,10
1598-5776,10
0013-2004,25
1406-0760,10
1736-2563,20
1813-5145,10
1824-6192,10
0790-7915,10
1086-3192,10
1478-5706,10
0193-5380,10
0840-6286,15
0013-2586,10
0013-2608,10
1121-8819,15
0013-2683,20
0046-1628,10
0645-6432,10
1018-9556,10
1887-1542,10
0392-7342,10
0013-8304,10
0758-3478,10
0206-3735,15
1243-0412,10
0885-968X,10
0013-6662,10
0952-3987,10
1096-858X,10
0931-5020,10
0213-9278,10
1502-7155,10
0214-3038,10
0013-7545,15
1477-4534,20
0918-3701,10
0013-8312,10
0013-8339,10
0957-8080,10
0013-838X,20
0013-8398,15
1161-2770,10
1461-4103,25
1105-0055,10
1450-006X,10
0013-9505,10
0013-9513,10
1121-189x,10
0174-6545,10
0013-9572,15
0356-598X,10
0165-0904,10
0392-9760,10
,10
,10
0261-0159,10
0013-9947,10
0071-1152,10
0332-0758,10
0165-0106,25
1825-6619,10
1682-3257,10
1130-0124,10
0214-9745,10
1131-768X,10
0392-3495,10
0014-0767,10
0093-8297,15
0014-0856,10
0360-7062,10
0308-888X,10
0316-0300,10
0308-3462,10
0998-8041,10
0014-1291,10
1406-2933,10
0014-1437,15
0014-1453,10
0071-1675,10
0210-1610,15
0210-6086,10
1136-0291,10
1578-6676,10
0210-9093,10
0211-8572,10
1645-3530,10
0104-026X,10
0774-2738,10
1386-2820,25
0266-688X,20
1744-9642,10
1373-0975,10
0778-6069,10
1419-8177,10
0014-1798,10
0257-1692,10
0336-1438,10
1961-9162,10
0012-7477,10
1745-7823,25
0111-0411,10
1210-1109,10
0425-4597,10
0355-1776,10
0348-9698,10
1106-0972,10
0046-2616,15
0014-1828,10
0014-1836,20
1741-1912,10
0921-5158,10
0873-6561,10
0869-5415,10
1335-5074,10
0351-1944,10
1122-6234,10
0014-195X,15
0324-1645,10
1168-4917,10
0373-1928,10
0014-200X,10
0708-2398,10
1105-2236,10
0071-190X,15
0071-2051,10
0014-2085,10
1093-9334,10
0014-2115,10
0071-2086,10
0183-997X,10
0183-973X,10
0014-214X,10
1760-253X,10
0766-5075,10
0773-7912,10
0014-2166,15
1270-9050,10
1803-7399,10
0014-2182,20
0772-1358,10
0778-8738,10
0014-2239,15
0701-1008,10
1040-9483,10
1108-5800,10
0014-2328,10
0949-0434,10
1730-8518,10
1454-2153,10
0392-4580,10
1056-4934,10
1474-9041,25
0960-4545,10
1370-5954,10
1466-0407,10
1461-9571,10
0954-1446,10
0304-3797,10
0966-8373,25
1210-7778,20
0960-2720,10
0923-9855,10
1378-2274,10
1582-5841,10
0172-7028,10
1162-9088,20
1350-7486,10
0924-0608,10
1740-4657,20
1462-1495,10
0950-0790,10
0014-3502,15
0870-0133,10
0874-5560,10
1532-7035,25
1132-7723,10
0166-2740,10
1699-3225,10
1041-2573,10
1215-5950,15
0014-5246,15
1540-0085,15
0014-5483,15
0960-779X,10
0324-1270,10
1033-1867,10
0014-6242,10
0874-6885,10
1017-3285,10
1424-0602,10
0739-7046,10
1244-5460,10
1463-1180,10
0860-0007,10
1362-704X,20
0348-971X,10
0884-2949,10
0210-7570,10
0929-2411,10
0391-7517,10
1722-1374,10
1301-0875,10
,10
1433-6359,10
1696-8166,10
1468-0777,25
0966-7350,15
0781-7126,10
1618-3355,10
0925-0166,10
0164-0933,10
1439-4367,10
0360-3695,10
0071-495X,10
1123-4059,10
0391-2493,10
0214-2996,10
1024-1817,10
0449-363X,10
0015-1785,10
0015-1823,10
1591-0660,10
1824-4963,10
0015-1831,15
0348-7482,10
0046-385X,20
1230-6894,15
0351-4706,10
0353-4510,10
1520-4723,10
0968-5650,10
0355-1253,10
0341-7816,10
0355-1814,10
0709-5201,10
0353-4642,15
0920-1297,10
0862-1209,10
0071-6723,10
0231-7494,10
1330-0695,10
1230-4786,10
,10
0239-1953,10
1381-205X,10
0430-8778,10
0531-9684,10
0105-1024,10
0085-0756,10
0015-587X,10
1406-0957,15
0356-1771,10
0071-6855,10
1217-8020,10
0015-6191,10
1594-7963,10
1780-3187,10
0740-9710,20
0228-0671,25
1419-7480,10
0759-6340,10
1275-7713,10
0015-7813,10
0925-8620,10
0947-9708,10
1736-4132,10
0934-1234,10
0015-7902,10
0345-3588,10
0261-586X,10
0955-985X,10
1131-6810,10
